ukprn,name,application_type,start_date,status,rating,inspection_date,company_number,address,turnover,net_profit,operating_profit,financial_year,company_status,incorporation_date,latest_accounts,persons_with_significant_control
10065332,SYNERGY HEALTH (UK) LIMITED,Employer provider,18/09/2019,,Good,9 May 2023,,"STERIS Head Office, New Market Drive, Derby, DE24 8SW",,,,,,,,[]
10063350,THE CHIEF CONSTABLE OF HAMPSHIRE,Employer provider,30/01/2018,,Good,16 February 2022,,"Hamble Lane, Hamble, Southampton, SO31 4TS",,,,,,,,[]
10034301,MERSEYSIDE FIRE AND RESCUE AUTHORITY T/A Merseyside Fire & Rescue Service,Employer provider,26/09/2019,,,,,,,,,,,,,[]
10010635,SANDWELL AND WEST BIRMINGHAM HOSPITALS NATIONAL HEALTH SERVICE TRUST,Main provider,20/12/2019,,Good,17 August 2021,,"Learning & Development Dept, First Floor Trinity House, Sandwell Hospital, Lyndon, West Bromwich, West Midlands, B71 4HJ",,,,,,,,[]
10023368,SSE SERVICES PLC,Employer provider,13/03/2017,,,,,"Training Department, SSE Services PLC, Robert Brown House, Pipers Way, Thatcham, RG19 4AZ",,,,,,,,[]
10007775,QUEEN MARY UNIVERSITY OF LONDON,Main provider,13/03/2017,,Outstanding,14 October 2024,,"Mile End Road, London, E1 4NS",,,,,,,,[]
10046499,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Employer provider,17/05/2017,,Good,29 March 2022,,"NEAS, Education Centre, 1A Dukesway Court, Gateshead, Tyne and Wear, NE11 0PJ",,,,,,,,[]
10037401,HCRG CARE SERVICES LTD T/A The Learning Enterprise,Main provider,22/11/2019,,,,,,,,,,,,,[]
10061591,KRESTON REEVES LLP,Employer provider,17/05/2017,,Good,10 May 2022,,"37 St. Margarets Street, Canterbury, Kent, CT1 2TU",,,,,,,,[]
10003724,KWIK-FIT (GB) LIMITED,Employer provider,13/03/2017,,Good,16 July 2024,,"ETEL Automotive Academy, 20 Cranmer Road, West Meadows Industrial estate, Derby, DE21 6JL",,,,,,,,[]
10025969,KMF PRECISION SHEET METAL LIMITED,Employer provider,30/01/2018,,Good,7 December 2021,,"Millennium Way, High Carr Business Park, Newcastle, ST5 7UF",,,,,,,,[]
10032788,EXTEL LIMITED T/A Care Through The Millennium,Employer provider,17/05/2017,,,,,,,,,,,,,[]
10056749,ERNST & YOUNG LLP,Employer provider,13/03/2017,,,,,,,,,,,,,[]
10061438,CADENT GAS LIMITED T/A Cadent,Employer provider,29/05/2020,,,,,,,,,,,,,[]
10008081,AWE PLC T/A Atomic Weapons Establishment,Employer provider,13/03/2017,,,,,,,,,,,,,[]
10000915,BRITISH GAS SERVICES LIMITED,Employer provider,13/03/2017,,Good,20 September 2022,,"Quality Improvement & Support Manager, Aylestone Road, Leicester, LE2 7QH",,,,,,,,[]
10081176,HOLLAND & BARRETT RETAIL LIMITED,Employer provider,23/07/2020,,,,,,,,,,,,,[]
10000747,BLACKBURN COLLEGE,Main provider,13/03/2017,,Good,12 November 2024,,"Blackburn College, Harrison Centre, Feilden Street, Blackburn, Lancashire, BB2 1LH",,,,,,,,[]
10063991,JET2.COM LIMITED,Employer provider,30/01/2018,,Good,19 March 2024,,"Hangar 5, Western Maintenance Area, Manchester Airport, Manchester, M90 5AE",,,,,,,,[]
10039882,GI GROUP RECRUITMENT LTD,Main provider,17/05/2017,,,,,,,,,,,,,[]
10011018,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Main provider,13/03/2017,,Good,16 August 2022,,"Health academy centre, Royal Preston Hospital, Sharoe Green Lane, Preston, Lancashire, PR2 9HT",,,,,,,,[]
10067355,DYSON TECHNICAL TRAINING LIMITED T/A Dyson Institute of Engineering and Technology,Employer provider,08/01/2020,,,,,,,,,,,,,[]
10030120,HAYS TRAVEL LIMITED,Employer provider,17/05/2017,,Good,4 July 2023,,"Gilbridge House, High Street West, Sunderland, SR1 3HA",,,,,,,,[]
10052576,GREATER MANCHESTER COMBINED AUTHORITY,Employer provider,15/09/2017,,Good,5 July 2022,,"Bury Training & Safety Centre, Hinds Lane, Bury, Greater Manchester, BL8 2GN",,,,,,,,[]
10055126,HARRIS FEDERATION,Main provider,11/02/2021,,,,,,,,,,,,,[]
10082269,CVP CONSULT LTD T/A CVP Consult,Main provider,07/04/2020,,,,,,,,,,,,,[]
10030534,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST T/A Learning and Organisational Development,Main provider,13/03/2017,,,,,,,,,,,,,[]
10039958,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST T/A Birmingham Community NHS Trust,Main provider,13/03/2017,,,,,,,,,,,,,[]
10043062,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST T/A Calderdale & Huddersfield NHS Foundation Trust,Employer provider,17/05/2017,,,,,,,,,,,,,[]
10084602,DEXTERS LONDON LIMITED,Employer provider,23/07/2020,,Good,27 June 2023,,"3 Park Road, Teddington, TW11 0AP",,,,,,,,[]
10083314,SPARSHATT TRUCK & VAN LIMITED,Employer provider,06/12/2019,,,,,,,,,,,,,[]
10001778,CROYDON COLLEGE,Main provider,17/05/2017,,Good,1 October 2024,,"Fairfield Campus, College Road, Croydon, Surrey, CR9 1DX",,,,,,,,[]
10049678,DECIDEBLOOM LIMITED,Employer provider,13/03/2017,,Outstanding,20 July 2021,,"Omega Boulevard, Capitol Park Thorne, Doncaster, DN8 5TX",,,,,,,,[]
10000501,BAE SYSTEMS PLC,Employer provider,13/03/2017,,Outstanding,19 October 2021,,"BAE Systems, Channel Way, Preston, PR2 2YA",,,,,,,,[]
10044534,ARK SCHOOLS,Main provider,26/02/2021,,,,,,,,,,,,,[]
10034346,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Employer provider,13/03/2017,,,,,,,,,,,,,[]
10053637,KAREN EVANS T/A Twenty Twenty Learning,Supporting provider,04/08/2020,,,,,,,,,,,,,[]
10058125,MTR CORPORATION (CROSSRAIL) LIMITED T/A MTR Crossrail,Supporting provider,27/07/2021,,,,,,,,,,,,,[]
10001079,CNET TRAINING LIMITED T/A CNet Training,Main provider,22/07/2022,,,,,,,,,,,,,[]
10047255,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,Employer provider,13/08/2019,,Requires Improvement,30 November 2022,,"South Central Ambulance Service, NHS Foundation Trust, Bone Lane, Newbury, RG14 5UE",,,,,,,,[]
10021243,OXFORD HEALTH NHS FOUNDATION TRUST,Main provider,26/06/2020,,Good,2 August 2022,,"Learning & Development, Level 4 & 5, Unipart House, Garsington Road, Cowley, OXFORD, OX4 2PG",,,,,,,,[]
10066570,GINA CONWAY ACADEMY LIMITED T/A GC Academy,Supporting provider,30/07/2019,,,,,,,,,,,,,[]
10040445,COMPETENCE DEVELOPMENT LIMITED,Supporting provider,31/01/2020,,,,,,,,,,,,,[]
10089804,PROBUSINESS EDGE LIMITED,Main provider,13/07/2022,,,,,"Adlam Actvitiy Centre, Adlam Road, Fazakerely, L10 1LG",,,,,,,,[]
10063456,WILLOWS END TRAINING LIMITED,Supporting provider,31/03/2020,,,,,,,,,,,,,[]
10067479,ACTIVE FUSION,Supporting provider,07/07/2022,,,,,,,,,,,,,[]
10027449,VIAMASTER TRAINING LTD,Supporting provider,17/05/2017,,,,,,,,,,,,,[]
10022494,MAGUIRE BUSINESS SOLUTIONS LIMITED T/A Maguire Training,Supporting provider,25/07/2019,,,,,,,,,,,,,[]
10036378,AGANDI (UK) LTD T/A A G and I UK,Supporting provider,07/07/2022,,,,,,,,,,,,,[]
10024686,RESOURCES (N E) LIMITED,Main provider,13/03/2017,,,,,,,,,,,,,[]
10088452,MINISTRY OF DEFENCE POLICE,Employer provider,07/07/2022,,Good,18 March 2025,,"Defence School of Police and Guarding, Southwick Park, Portsmouth, Hampshire, PO17 6EJ",,,,,,,,[]
10024217,THE PRESS ASSOCIATION LIMITED T/A Press Association Training,Main provider,04/11/2019,,,,,,,,,,,,,[]
10064146,LIVE BETTER LOCATIONS LIMITED,Main provider,23/01/2020,,Good,19 June 2024,,"Office 2-4, 46-50 Rutherford Drive, Park Farm Industrial Estate, Wellingborough, NN8 6AX",,,,,,,,[]
10047122,METAGEDU APPRENTICESHIPS LTD,Main provider,13/03/2017,,Good,24 August 2022,,"Norfolk House, Smallbrook, Queensway, Birmingham, B5 4EG",,,,,,,,[]
10007143,UNIVERSITY OF DURHAM T/A Durham University,Main provider,13/03/2017,,,,,,,,,,,,,[]
10032555,ALL DIMENSION LIMITED,Main provider,13/03/2017,,Good,21 November 2022,,"5 Lewis Road, Sidcup, Kent, DA14 4NB",,,,,,,,[]
10030064,NICK CHAMBERLAIN T/A The Gold Standard,Supporting provider,17/05/2017,,,,,,,,,,,,,[]
10028172,2 START LIMITED,Main provider,01/07/2022,,,,,"2 Start ltd Unit 2 Four Dells farm, Poles lane, Otterbourne, Hampshire, SO21 2DY",,,,,,,,[]
10029676,WINNOVATION LIMITED,Main provider,13/03/2017,,Good,11 April 2022,,"Winovation, Houghtons Yard, Shields Road, Newcastle Upon Tyne, NE6 2YP",,,,,,,,[]
10083512,STAGECOACH (NORTH WEST) LIMITED T/A Stagecoach Cumbria & North Lancs,Supporting provider,23/10/2019,,,,,,,,,,,,,[]
10083502,CHELTENHAM AND GLOUCESTER OMNIBUS COMPANY LIMITED T/A Stagecoach West,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10083515,RIBBLE MOTOR SERVICES LIMITED T/A Stagecoach Merseyside & South Lancs,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10053951,ACHIEVEMENT TRAINING & SKILLS LTD,Main provider,04/08/2020,,,,,,,,,,,,,[]
10004204,THE MARINE SOCIETY AND SEA CADETS T/A Marine Society College of the Sea,Main provider,07/04/2020,,,,,,,,,,,,,[]
10005959,SOMERSET COUNTY COUNCIL T/A Support Services for Education,Main provider,16/04/2018,,,,,,,,,,,,,[]
10063524,GREGORY DISTRIBUTION LIMITED,Supporting provider,28/02/2020,,,,,,,,,,,,,[]
10081894,CLEVELAND TRANSIT LTD. T/A Stagecoach North East,Supporting provider,20/12/2019,,,,,,,,,,,,,[]
10063574,CIPFA BUSINESS LIMITED,Main provider,17/05/2017,,Good,9 November 2021,,"77 Mansell Street, London, E1 8AN",,,,,,,,[]
10064973,AGL TRAINING LTD,Supporting provider,04/08/2020,,,,,,,,,,,,,[]
10037170,OTM APPRENTICESHIPS LTD,Main provider,09/04/2020,,Good,24 April 2024,,"Unit 6, Spitfire Road Holly Park Industrial Estate, Birmingham, B24 9PB",,,,,,,,[]
10067347,M.W. CRIPWELL LIMITED T/A BTOL,Supporting provider,30/04/2020,,,,,,,,,,,,,[]
10024659,MANAGEMENT TRAINING & DEVELOPMENT LTD T/A MTD Training Ltd,Main provider,14/08/2020,,,,,,,,,,,,,[]
10083936,MERSEYRAIL ELECTRICS 2002 LIMITED,Supporting provider,27/11/2019,,,,,,,,,,,,,[]
10053421,CAMBRIDGE MERIDIAN ACADEMIES TRUST T/A Cambridge Meridian Academies Trust (Academy Trust),Main provider,24/04/2020,,,,,,,,,,,,,[]
10041124,TANGERINE PARTNERSHIP LIMITED,Supporting provider,17/05/2017,,,,,,,,,,,,,[]
10034302,NORTH OF ENGLAND TRAINING LIMITED,Main provider,30/01/2018,,Good,28 June 2022,,"Room 6, 2 Queens Road, Chorley, PR7 1JU",,,,,,,,[]
10036134,QTS-GLOBAL LTD,Main provider,17/05/2017,,Good,18 March 2025,,"The Stone Barn, Church Street, West Tanfield, Ripon, North Yorkshire, HG4 5JQ",,,,,,,,[]
10045988,OAKTHORPE PRIMARY SCHOOL T/A 2Schools Consortium,Main provider,16/04/2018,,,,,,,,,,,,,[]
10083150,PURPLE BEARD LTD T/A Purple Beard Ltd,Main provider,14/08/2020,,,,,,,,,,,,,[]
10030262,NORTHUMBRIA YOUTH ACTION LIMITED,Supporting provider,13/03/2017,,,,,,,,,,,,,[]
10038872,GENIUS SOFTWARE SOLUTIONS LIMITED T/A Genius PPT,Main provider,13/03/2017,,,,,,,,,,,,,[]
10006408,SUNDERLAND ENGINEERING TRAINING ASSOCIATION LIMITED,Main provider,13/03/2017,,Good,23 May 2023,,"17 Sedling Road, Wear Industrial Estate, Washington, Tyne & Wear, NE38 9BZ",,,,,,,,[]
10044334,OMNI ACADEMY OF BEAUTY LIMITED,Main provider,03/09/2020,,Good,22 January 2024,,"14 Church Street, Walton-On-Thames, Surrey, KT12 2QS",,,,,,,,[]
10031399,J G W TRAINING LIMITED T/A Skills for Careers,Main provider,13/03/2017,,,,,,,,,,,,,[]
10004721,NORTH KENT COLLEGE,Main provider,13/03/2017,,Good,27 February 2024,,"Oakfield Lane, Dartford, Kent, DA1 2JT",,,,,,,,[]
10081633,ABELLIO EAST ANGLIA LIMITED,Supporting provider,27/11/2019,,,,,,,,,,,,,[]
10047090,FUNCTIONAL SKILLS UK LIMITED,Main provider,17/05/2017,,Good,14 June 2022,,"2 Gordon Mews, Gordon Close, Portslade, Brighton, BN41 1HU",,,,,,,,[]
10045070,CHERITH SIMMONS LEARNING & DEVELOPMENT LLP,Main provider,17/05/2017,,Good,26 January 2022,,"The Learning Centre, 135-137 Station Road, ADDLESTONE, Surrey, KT15 2AT",,,,,,,,[]
10026332,DIGITAL PENINSULA NETWORK LIMITED,Main provider,29/06/2022,,Good,2 October 2024,,"1-2, Brewery Yard, Penzance, TR18 2SL",,,,,,,,[]
10006438,SUTTON AND DISTRICT TRAINING LIMITED,Main provider,29/06/2022,,Requires Improvement,17 October 2023,,"Lawn View, Grove Park, Carshalton High Street, Carshalton, SM5 3BB",,,,,,,,[]
10019711,SKILLS RECRUITMENT LIMITED T/A Skills Construction Centre,Main provider,29/06/2022,,,,,,,,,,,,,[]
10068378,MINISTRY OF HAIR ACADEMY LIMITED T/A MINISTRY OF HAIR ACADEMY,Supporting provider,28/02/2020,,,,,,,,,,,,,[]
10007792,UNIVERSITY OF EXETER,Main provider,13/03/2017,,,,,"University of Exeter, Heavitree Road, Exeter, Devon, EX1 2LU",,,,,,,,[]
10087529,THE ACADEMY OF LEADERSHIP & MANAGEMENT LTD,Main provider,29/06/2022,,,,,"Lindon House, 40-42 Charles Street, Largs, KA30 8HL",,,,,,,,[]
10028279,LEARNING FOR FUTURES LTD,Main provider,29/06/2022,,Good,29 May 2024,,"22 St. Georges Way, Leicester, LE1 1SH",,,,,,,,[]
10083520,MIDLAND RED (SOUTH) LIMITED T/A Stagecoach Midlands,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10042190,JANCETT CHILDCARE & JACE TRAINING LIMITED T/A JACE Training Ltd,Main provider,13/03/2017,,,,,,,,,,,,,[]
10063435,JUICE TALENT DEVELOPMENT LIMITED,Main provider,17/05/2017,,Good,12 July 2022,,"13 Copse Avenue, Caversham, Reading, RG4 6LX",,,,,,,,[]
10001831,DAMAR LIMITED T/A Damar Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10062064,IODA LIMITED,Main provider,30/01/2018,,Good,14 February 2023,,"Ioda House, 4 Grimston Grange Offices, Grimston Park, Tadcaster, LS24 9BX",,,,,,,,[]
10001116,CAMBRIDGE REGIONAL COLLEGE,Main provider,13/03/2017,,Good,24 January 2023,,"Science Park Campus, Kings Hedges Road, Cambridge, Cambridgeshire, CB4 2QT",,,,,,,,[]
10040440,FLM TRAINING LTD,Main provider,13/03/2017,,Requires Improvement,20 June 2023,,"Atlas House, Caxton Close, WIGAN, WN3 6XU",,,,,,,,[]
10054573,ARROW CARE TRAINING LTD,Supporting provider,13/03/2017,,,,,,,,,,,,,[]
10006842,THE UNIVERSITY OF LIVERPOOL,Main provider,30/01/2018,,,,,,,,,,,,,[]
10031131,ALTHAUS DIGITAL LIMITED,Main provider,28/08/2020,,Outstanding,27 June 2023,,"Commerce House, 2 Victoria Way, Derby, DE24 8AN",,,,,,,,[]
10040417,PIER TECHNOLOGY LTD T/A Pier Training,Main provider,20/12/2019,,,,,,,,,,,,,[]
10064562,APA PROCUREMENT TRAINING LIMITED,Main provider,28/02/2020,,Good,27 January 2022,,"Anchor Business Park, Frankland Road, Blagrove, Swindon, SN5 8YZ",,,,,,,,[]
10034212,BPIF TRAINING LIMITED,Main provider,03/09/2020,,Good,1 August 2023,,"2 Villiers Court, Copse Drive, Meriden Business Park Meriden, Coventry, CV5 9RN",,,,,,,,[]
10016401,NHBC SERVICES LIMITED T/A NHBC Training Services,Main provider,07/08/2020,,,,,,,,,,,,,[]
10082152,LEADING RESULTS LIMITED,Supporting provider,27/11/2019,,,,,,,,,,,,,[]
10038931,PENSHAW VIEW TRAINING LIMITED,Main provider,13/03/2017,,Good,27 July 2021,,"11 Ashdale, Houghton Le Spring, Tyne And Wear, DH4 7SL",,,,,,,,[]
10004144,MACCLESFIELD COLLEGE,Main provider,13/03/2017,,Requires Improvement,21 November 2023,,"Park Lane, Macclesfield, Cheshire, SK11 8LF",,,,,,,,[]
10038292,CROYDON SCHOOL OF ACCOUNTANCY AND MANAGEMENT LIMITED T/A Croydon School Of Accountancy And Management Ltd,Main provider,20/07/2020,,,,,,,,,,,,,[]
10029731,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST T/A Great Ormond Street Hospital For Children NHS Trust,Supporting provider,13/03/2017,,,,,,,,,,,,,[]
10063764,E.L.M ACADEMY LTD,Supporting provider,20/12/2019,,,,,,,,,,,,,[]
10056737,CONTRACTING SERVICES (EDUCATION AND SKILLS) LIMITED T/A Management Training Plus,Main provider,31/03/2020,,,,,,,,,,,,,[]
10040812,HARPER ADAMS UNIVERSITY,Main provider,13/03/2017,,Good,30 April 2024,,"[Postcode TF10 8NB], Newport, Shropshire, TF10 8NB",,,,,,,,[]
10062713,INSPIRE PLUS,Supporting provider,17/05/2017,,,,,,,,,,,,,[]
10054033,COMMUNITY FIRST ACADEMY TRUST T/A Kingsbridge EIP SCITT,Main provider,30/01/2018,,,,,,,,,,,,,[]
10064216,EXCEED ACADEMIES TRUST,Main provider,30/01/2018,,,,,,,,,,,,,[]
10030870,CAPTIVA LEARNING LIMITED,Main provider,13/03/2017,,,,,,,,,,,,,[]
10042884,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LTD T/A Bosch Automotive Service Solutions Limited,Main provider,13/03/2017,,,,,,,,,,,,,[]
10036194,AVEREE LTD T/A Averee Limited,Main provider,14/08/2020,,,,,,,,,,,,,[]
10082883,ABELLIO LONDON LTD,Supporting provider,06/10/2021,,,,,,,,,,,,,[]
10054006,QUALIA AESTHETICS LIMITED T/A Quaila Academy,Main provider,27/08/2020,,,,,,,,,,,,,[]
10062217,POTATO LANE PROJECTS LIMITED,Supporting provider,29/06/2020,,,,,,,,,,,,,[]
10054804,PRIMARY GOAL LTD,Main provider,17/05/2017,,Good,10 September 2024,,"Chester Court, High Street, Knowle, Solihull, West Midlands, B93 0LL",,,,,,,,[]
10054833,ORANGE MOON TRAINING LIMITED T/A Orange Moon Training,Main provider,30/01/2018,,,,,,,,,,,,,[]
10035178,PLYMOUTH ARGYLE FOOTBALL IN THE COMMUNITY TRUST,Main provider,14/04/2020,,Good,30 January 2023,,"Madden Road, Devonport, Plymouth, Devon, PL1 4NE",,,,,,,,[]
10005124,PLUMPTON COLLEGE,Main provider,13/03/2017,,,,,"Plumpton College, Ditchling Road, Plumpton, Lewes, East Sussex, BN7 3AE",,,,,,,,[]
10004797,NOTTINGHAM TRENT UNIVERSITY,Main provider,13/03/2017,,,,,"School of Social Sciences, Nottingham Trent University, Clifton Lane, Nottingham, Nottinghamshire, NG11 8NS",,,,,,,,[]
10032616,QOMMUNICATE LTD,Main provider,13/03/2017,,Good,10 May 2022,,"Unit 6250, Bishops Court Solihull Parkway, Birmingham Business Park, Birmingham, B37 7YB",,,,,,,,[]
10085035,MONMOUTH PARTNERS LIMITED,Supporting provider,30/04/2020,,,,,,,,,,,,,[]
10030102,MERIT SKILLS LIMITED,Main provider,19/12/2019,,Good,12 October 2021,,"9 Broadway Business Park, Broadway, Yaxley, Peterborough, PE7 3EN",,,,,,,,[]
10059102,INSPIRING FUTURES THROUGH LEARNING T/A Inspiring Futures Through Learning (Academy Trust),Main provider,16/04/2018,,,,,,,,,,,,,[]
10007011,NORTHAMPTON COLLEGE,Main provider,13/03/2017,,Good,8 October 2024,,"Main Campus, Booth Lane, Northampton, Northamptonshire, NN3 3RF",,,,,,,,[]
10043533,LEWTAY TRAINING LIMITED T/A Lewtay Training,Main provider,13/03/2017,,,,,,,,,,,,,[]
10085454,COMMUNICATE WELL LIMITED,Supporting provider,04/08/2020,,,,,,,,,,,,,[]
10055891,CHARTERED INSTITUTE OF CREDIT MANAGEMENT T/A CICM Credit Academy,Supporting provider,31/01/2020,,,,,,,,,,,,,[]
10046997,GLP TRAINING LTD,Main provider,13/03/2017,,Good,30 November 2021,,"Security House, Barbourne Road, Worcester, Worcestershire, WR1 1RS",,,,,,,,[]
10080843,GREENLIGHT TRAINING LIMITED,Main provider,18/09/2020,,Requires Improvement,1 August 2023,,"Greenlight Safety and Training, Huxley Close, Newnham Industrial Estate, Plymouth, PL7 4JN",,,,,,,,[]
10029736,IGNITE SPORT UK LIMITED,Main provider,28/02/2020,,Good,22 February 2022,,"The Community Arena Oxford City FC, Marsh Lane, Marston, Oxford, OX3 0NQ",,,,,,,,[]
10029332,ELEV8 TRAINING LIMITED,Main provider,30/01/2020,,Good,28 June 2022,,"The Courtyard Granary, Standard Street, Crickhowell, NP8 1BP",,,,,,,,[]
10038922,CAPITAL 4 TRAINING LIMITED,Main provider,17/05/2017,,Good,19 March 2024,,"Collingwood Buildings, 38 Collingwood Street, Newcastle Upon Tyne, NE1 1JF",,,,,,,,[]
10085899,BUSY BEES EDUCATION & TRAINING LIMITED T/A Busy Bees Education and Training,Main provider,05/10/2020,,,,,,,,,,,,,[]
10062212,DRL SERVICES LTD,Main provider,29/01/2020,,Requires Improvement,13 September 2023,,"Summit House, Horsecroft Road, Harlow, Essex, CM19 5BN",,,,,,,,[]
10084762,BAE SYSTEMS SURFACE SHIPS LIMITED T/A BAE SYSTEMS SURFACE SHIPS TRAINING,Supporting provider,29/06/2020,,,,,,,,,,,,,[]
10032728,ACTIVE LUTON,Supporting provider,04/08/2020,,,,,,,,,,,,,[]
10054118,BESPOKE CONSULTANCY & EDUCATION LIMITED,Main provider,13/03/2017,,Good,11 September 2024,,"The Hive, 6 Beaufighter Road, Weston-Super-Mare, BS24 8EE",,,,,,,,[]
10065596,AUTO-ASSESS LIMITED T/A Auto Assess,Main provider,15/01/2021,,,,,,,,,,,,,[]
10031126,1ST2 ACHIEVE TRAINING LIMITED,Main provider,24/09/2019,,,,,,,,,,,,,[]
10047071,ACHIEVING FOR CHILDREN COMMUNITY INTEREST COMPANY,Main provider,23/07/2020,,,,,,,,,,,,,[]
10065933,EMPENTIS LIMITED,Main provider,30/01/2018,,Good,9 July 2024,,"Empentis, 38 Collingwood St, Newcastle Upon Tyne, NE1 1JF",,,,,,,,[]
10005886,SKERN LODGE LIMITED,Main provider,27/08/2020,,Good,17 July 2023,,"Watertown, Appledore, Bideford, EX39 1NG",,,,,,,,[]
10034527,NEXTSTEP TRAINING LIMITED,Main provider,23/01/2020,,Good,16 July 2024,,"Unit A2, 1b Mentmore Terrace, London, E8 3DQ",,,,,,,,[]
10035881,EAS MECHANICAL LIMITED,Main provider,16/06/2022,,Requires Improvement,18 September 2024,,"69 St. James Mill Road, Northampton, Northamptonshire, NN5 5JP",,,,,,,,[]
10033408,CORNWALL MARINE NETWORK LIMITED T/A Cornwall Marine Network Ltd,Main provider,17/05/2017,,,,,,,,,,,,,[]
10024962,LUMINATE EDUCATION GROUP,Main provider,13/03/2017,,,,,"University Centre, Park Lane, Leeds, West Yorkshire, LS3 1AA",,,,,,,,[]
10054946,UK SKILLS ACADEMY LIMITED T/A UK Skills Academy,Main provider,30/01/2018,,,,,,,,,,,,,[]
10022493,FULLAGAR CONSTRUCTION SKILLS CENTRE LTD T/A Fullagar Construction Skills Centre ,Main provider,10/06/2022,,,,,,,,,,,,,[]
10047679,CREATIVE PROCESS DIGITAL LTD,Main provider,13/03/2017,,Good,27 July 2021,,"Eighth Floor, Telecom House 125-135 Preston Road, BRIGHTON, BN1 6AF",,,,,,,,[]
10007772,EDINBURGH NAPIER UNIVERSITY,Main provider,04/12/2020,,,,,,,,,,,,,[]
10037687,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST T/A Doncaster and Bassetlaw Hospitals National Health Service Foundation Trust,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10082050,"EAST KENT ROAD CAR COMPANY,LIMITED T/A Stagecoach South East",Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10055824,DULSON TRAINING LIMITED,Supporting provider,31/05/2022,,,,,"Unit 1, Rodenhurst Business Park, Rodington, Shrewsbury, SY4 4QU",,,,,,,,[]
10083516,GREATER MANCHESTER BUSES SOUTH LIMITED T/A Stagecoach Manchester,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10083518,THAMES TRANSIT LIMITED T/A Stagecoach Oxfordshire,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10083517,LINCOLNSHIRE ROAD CAR COMPANY LIMITED T/A Stagecoach East Midlands,Supporting provider,25/09/2019,,,,,,,,,,,,,[]
10030947,BALFOUR BEATTY UTILITY SOLUTIONS LIMITED,Supporting provider,29/05/2020,,,,,,,,,,,,,[]
10033109,ICA COMMERCIAL SERVICES LIMITED,Supporting provider,30/01/2018,,,,,,,,,,,,,[]
10000460,AUTOMOTIVE TRANSPORT TRAINING LIMITED,Supporting provider,30/01/2018,,,,,,,,,,,,,[]
10027513,HERMES PARCELNET LIMITED T/A Hermes LGV Training School,Supporting provider,31/03/2020,,,,,,,,,,,,,[]
10066572,BENCHMARK TRAINING LIMITED,Supporting provider,29/05/2020,,,,,,,,,,,,,[]
10085193,POTENTIAL REALISED - HR & TRAINING LIMITED T/A Potential Realised,Main provider,29/10/2020,,,,,,,,,,,,,[]
10085130,CELLAR TAPES UK LTD T/A Cellar Recruitment & Training,Main provider,25/09/2020,,,,,,,,,,,,,[]
10085493,NORTHERN TRAINS LIMITED,Main provider,16/04/2020,,Good,13 February 2024,,"4th Floor Boulton House, Chorlton Street, Manchester, M1 3HY",,,,,,,,[]
10066553,KENT SCHOOL OF VETERINARY NURSING LIMITED T/A Kent School of Veterinary Nursing Ltd,Main provider,29/07/2020,,,,,,,,,,,,,[]
10084933,PHYSICAL EDUCATION & ACTIVE KIDS LTD,Main provider,14/08/2020,,,,,,,,,,,,,[]
10063515,DAVE SHURMER T/A Plymouth and Cornwall Training,Main provider,26/11/2019,,,,,,,,,,,,,[]
10066498,BRIGHT BEES NURSERY LTD T/A Scope Early Years,Main provider,14/08/2020,,,,,,,,,,,,,[]
10082140,SKILLS OFFICE NETWORK LTD,Main provider,23/07/2020,,Good,9 August 2023,,"7 & 8 Delta Bank, Metro Riverside Business Park, Gateshead, Tyne and Wear, NE11 9DJ",,,,,,,,[]
10065710,GEM PARTNERSHIP LIMITED,Main provider,30/01/2018,,Good,12 July 2022,,"2 Cook Way North West Ind Est, Peterlee, County Durham, SR8 2HY",,,,,,,,[]
10062041,SKILLS4STEM LTD.,Main provider,17/05/2017,,,,,,,,,,,,,[]
10062322,INTELLIGENCIA TRAINING LIMITED,Main provider,17/05/2017,,Good,6 July 2021,,"3 Appley Court, Haynes, Bedford, MK45 3QQ",,,,,,,,[]
10058228,THE PRIORY FEDERATION OF ACADEMIES T/A THE PRIORY FEDERATION OF ACADEMIES (Academy Trust),Main provider,17/05/2017,,,,,,,,,,,,,[]
10058059,THE MANAGEMENT ACADEMY LTD T/A TMA,Main provider,17/05/2017,,,,,,,,,,,,,[]
